Data Set 1:Time(s),Data Set 1:Position(m),Data Set 1:Velocity(m/s),Data Set 1:Acceleration(m/s²),Data Set 2:Time(s),Data Set 2:Position(m),Data Set 2:Velocity(m/s),Data Set 2:Acceleration(m/s²),Data Set 3:Time(s),Data Set 3:Position(m),Data Set 3:Velocity(m/s),Data Set 3:Acceleration(m/s²)
0,0.7271999716758728,-0.50611052248213029,0.50373875064614404,0,0.65789997577667236,-0.48466649320390487,1.8422784150382612,0,0.63580000400543213,-0.31144446796841091,1.4310793413056266
0.050000000000000003,0.70240002870559692,-0.51480548249350655,2.5491645196337758,0.050000000000000003,0.63099998235702515,-0.40524977776739335,2.21744430101948,0.050000000000000003,0.61860001087188721,-0.25497236185603672,1.8816980553997888
0.10000000000000001,0.67549997568130493,-0.5073668360710144,8.623693375675769,0.10000000000000001,0.61239999532699585,-0.28773309787114459,2.7463040694042493,0.10000000000000001,0.60579997301101685,-0.15466666221618652,2.5201404260264506
0.14999999999999999,0.64999997615814209,0.029277933968438068,16.393639158319544,0.14999999999999999,0.60030001401901245,-0.13216654459635416,3.2710245159673104,0.14999999999999999,0.60030001401901245,-0.0020554330613878034,3.0860654494644684
0.20000000000000001,0.62550002336502075,1.1327222320768568,19.731613316653689,0.20000000000000001,0.59820002317428589,0.054666433069441051,3.4830562181678815,0.20000000000000001,0.60449999570846558,0.18088893757926094,3.1002622309290331
0.25,0.61339998245239258,4.2517220311694688,-13.643035377249305,0.25,0.60579997301101685,0.23833304643630984,3.1867050388712941,0.25,0.61930000782012939,0.34105569124221802,2.4009556277298634
0.29999999999999999,1.4968999624252319,-0.057944191826714418,-46.985244199081713,0.29999999999999999,0.62339997291564941,0.39083338446087312,2.4610519961074542,0.29999999999999999,0.64170002937316895,0.43538878361384076,1.3504924229633657
0.34999999999999998,0.60650002956390381,-4.3481663200590335,-13.405031425717434,0.34999999999999998,0.6468999981880188,0.49405564864476514,1.4697545840416415,0.34999999999999998,0.6654999852180481,0.46733319759368891,0.40734621845645602
0.40000000000000002,0.61650002002716064,-1.2164999379052055,20.062066062732967,0.40000000000000002,0.67479997873306274,0.54416682985093845,0.32422892105432238,0.40000000000000002,0.68930000066757202,0.46838896142111874,-0.39895009479404947
0.45000000000000001,0.6348000168800354,-0.097499953375922363,16.840924708931528,0.45000000000000001,0.70410001277923584,0.52772243817647302,-0.84262501310419091,0.45000000000000001,0.71380001306533813,0.42983329958385891,-1.2326854430598975
0.5,0.65820002555847168,0.47833333412806195,8.4004000197222197,0.5,0.73000001907348633,0.45205550061331851,-1.8506503399507495,0.5,0.73379999399185181,0.35077770551045728,-2.142900559637281
0.55000000000000004,0.6851000189781189,0.49861106607649069,1.5098132836965874,0.55000000000000004,0.75069999694824219,0.33527765009138322,-2.6737968494862687,0.55000000000000004,0.75139999389648438,0.21427783701154923,-2.9741964590402303
0.59999999999999998,0.7103000283241272,0.46188867754406404,-0.92830337859966161,0.59999999999999998,0.76510000228881836,0.17944431967205476,-3.310492561187274,0.59999999999999998,0.75720000267028809,0.034222371048397496,-3.3662041028340668
0.65000000000000002,0.73339998722076416,0.37238869402143698,-2.1144745526490394,0.65000000000000002,0.77029997110366821,-0.010944339964124894,-3.5745975044038567,0.65000000000000002,0.75480002164840698,-0.14738887548446658,-3.1866376046781184
0.69999999999999996,0.74930000305175781,0.23949993981255427,-2.7564494882100905,0.69999999999999996,0.76380002498626709,-0.19916653633117676,-3.3446922714327587,0.69999999999999996,0.74140000343322754,-0.30450012948777944,-2.5293532528994986
0.75,0.75819998979568481,0.084055496586693604,-3.0801534100815093,0.75,0.74930000305175781,-0.36150015062755991,-2.7012658339959592,0.75,0.72200000286102295,-0.40850016805860712,-1.637932106300636
0.80000000000000004,0.75819998979568481,-0.082555512587229415,-3.0537958498354314,0.80000000000000004,0.72619998455047607,-0.48438890112770933,-1.6958007474004502,0.80000000000000004,0.69889998435974121,-0.46833346287409466,-0.69777638088038108
0.84999999999999998,0.74930000305175781,-0.23466666539510095,-2.6925618817776815,0.84999999999999998,0.69789999723434448,-0.53866648011737406,0.10648268608399307,0.84999999999999998,0.67339998483657837,-0.48088888327280693,0.30024883187847323
0.90000000000000002,0.73379999399185181,-0.36272231075498801,-2.0474681147822622,0.90000000000000002,0.67000001668930054,-0.53266647789213406,4.9268511894308498,0.90000000000000002,0.64859998226165771,-0.43905539645089053,1.3014513401337624
0.94999999999999996,0.71139997243881226,-0.44927762614356143,-1.1569740227711034,0.94999999999999996,0.64240002632141113,-0.46838889519373578,21.804783520875162,0.94999999999999996,0.62760001420974731,-0.3482221232520209,2.2188572052084381
1,0.68690001964569092,-0.48561089568667914,-0.102038276784214,1,0.62070000171661377,0.74766672319836125,51.763180394967407,1,0.61169999837875366,-0.20838896433512358,2.8991976086004274
1.05,0.66030001640319824,-0.46072231398688412,0.97783776345076057,1.05,0.60650002956390381,4.1781668530570144,74.084631436400997,1.05,0.6054999828338623,-0.039722091621822768,3.1422537050129442
1.1000000000000001,0.63859999179840088,-0.38094454341464595,1.9064816795749424,1.1000000000000001,0.60100001096725464,13.090722627109967,4.9940731422401958,1.1000000000000001,0.60790002346038818,0.12611124250623926,2.9154927090362293
1.1499999999999999,0.62070000171661377,-0.2606666750378081,2.6006801812737104,1.1499999999999999,2.5738000869750977,9.9458891815609523,-143.55111771527649,1.1499999999999999,0.61930000782012939,0.26566661066479175,2.3477144999268611
1.2,0.61129999160766602,-0.11044436030917693,3.014970009709582,1.2,2.5738000869750977,-9.5106672578387705,-143.68732089613684,1.2,0.63620001077651978,0.36483320924970819,1.6375922494464417
1.25,0.60890001058578491,0.056389040417141351,3.0532091488072886,1.25,0.64069998264312744,-12.613556252585505,3.7101247244410174,1.25,0.65689998865127563,0.43149991167916163,0.84663671843799515
