Data Set 1:Time(s),Data Set 1:Position(m),Data Set 1:Velocity(m/s),Data Set 1:Acceleration(m/s²),Data Set 2:Time(s),Data Set 2:Position(m),Data Set 2:Velocity(m/s),Data Set 2:Acceleration(m/s²),Data Set 3:Time(s),Data Set 3:Position(m),Data Set 3:Velocity(m/s),Data Set 3:Acceleration(m/s²),Data Set 4:Time(s),Data Set 4:Position(m),Data Set 4:Velocity(m/s),Data Set 4:Acceleration(m/s²),Data Set 5:Time(s),Data Set 5:Position(m),Data Set 5:Velocity(m/s),Data Set 5:Acceleration(m/s²)
0,0.66170001029968262,-1.521222127808465,0.53118407910252685,0,0.32379999756813049,1.5047779679298401,3.1003429989020019,0,0.80409997701644897,-1.3165554735395644,-2.6083282169736481,0,0.52480000257492065,1.6545555988947551,-2.469920170159988,0,0.30169999599456787,0.48188894987106323,14.660893732014998
0.050000000000000003,0.5845000147819519,-1.4946110463804672,0.5859892824549745,0.050000000000000003,0.3986000120639801,1.6403889407714207,3.0119206287242748,0.050000000000000003,0.74309998750686646,-1.4438611186212966,-2.510793313016126,0.050000000000000003,0.61030000448226929,1.5588611364364624,-3.3830899092150326,0.050000000000000003,0.29510000348091125,1.1630277583996456,10.543502446861915
0.10000000000000001,0.51130002737045288,-1.4680334031581879,0.86159124694488909,0.10000000000000001,0.47510001063346863,1.7730665802955627,2.448313686030883,0.10000000000000001,0.66649997234344482,-1.5929333468278248,-1.9965821421808656,0.10000000000000001,0.68790000677108765,1.3867000142733257,-4.8231392657315295,0.10000000000000001,0.30099999904632568,2.7374998927116394,-4.5875084427771755
0.14999999999999999,0.43860000371932983,-1.4422223634190028,1.8739319914652979,0.14999999999999999,0.55099999904632568,2.2697220742702484,-3.7627396107087896,0.14999999999999999,0.58099997043609619,-1.689166443215476,-0.61602702019391387,0.14999999999999999,0.75510001182556152,1.0964443617396884,-6.4575271989092426,0.14999999999999999,0.79689997434616089,0.77961120340559209,-20.005785363875784
0.20000000000000001,0.36550000309944153,-1.3478333751360576,4.2152721416435108,0.20000000000000001,0.77859997749328613,1.4695000979635451,-10.942269597708444,0.20000000000000001,0.49200001358985901,-1.6776109569602544,1.5572179228435303,0.20000000000000001,0.8026999831199646,0.69027784797880376,-7.0333103817186249,0.20000000000000001,0.38100001215934753,-1.1934997803635066,-2.6287810955150621
0.25,0.29440000653266907,-1.0552222612831328,6.9669632733236142,0.25,0.70340001583099365,0.54544467065069402,-7.3458705842494965,0.25,0.4106999933719635,-1.5690000438027916,4.7675238126589941,0.25,0.82410001754760742,0.29866688781314427,-5.7614698674943705,0.25,0.44620001316070557,0.66472227374712645,13.472004380123117
0.29999999999999999,0.24819999933242798,-0.54811115066210425,7.621944852081346,0.29999999999999999,0.76340001821517944,0.74877782000435733,-3.3841995729340453,0.29999999999999999,0.33129999041557312,-1.2878888431522582,9.3403393793621223,0.29999999999999999,0.82380002737045288,0.079388883378770606,-3.9718544041668928,0.29999999999999999,0.5317000150680542,1.3453888065285151,9.6617581575740985
0.34999999999999998,0.24549999833106995,-0.14988886813322702,5.5870371790211868,0.34999999999999998,0.80720001459121704,0.53566657834582843,-4.5390760181126764,0.34999999999999998,0.26170000433921814,-0.6374999632438022,13.300678290334746,0.34999999999999998,0.82410001754760742,0.00083310736550224146,-4.2504022702758686,0.34999999999999998,0.61100000143051147,1.641555411948098,2.7911431351561595
0.40000000000000002,0.24690000712871552,-0.0020000172985924652,3.7428392902200591,0.40000000000000002,0.82510000467300415,0.23916651805241898,-5.4407422097376825,0.40000000000000002,0.24650000035762787,0.32611105177137573,12.518610326964177,0.40000000000000002,0.82859998941421509,-0.19911130269368491,-7.2270659384904077,0.40000000000000002,0.69889998435974121,1.55127786927753,-4.1242569041104948
0.45000000000000001,0.24789999425411224,0.091777758465872841,4.3354627710801577,0.45000000000000001,0.82510000467300415,-0.042833586533864342,-6.1017905856356203,0.45000000000000001,0.34029999375343323,0.72877768841054713,7.9670987379403764,0.45000000000000001,0.82029998302459717,-0.7042220897144742,-10.212065711801436,0.45000000000000001,0.7817000150680542,1.1449446943071153,-8.3162030320108666
0.5,0.24690000712871552,0.35283328758345706,6.43000001616684,0.5,0.82239997386932373,-0.34950024551815456,-6.7764184633154931,0.5,0.31889998912811279,0.8442777146895728,5.7569761289122647,0.5,0.77240002155303955,-1.4452776312828062,-8.8717283566056953,0.5,0.82450002431869507,0.53688903649648034,-8.5050627313278326
0.55000000000000004,0.27309998869895935,0.80405550698439276,7.2519450597924981,0.55000000000000004,0.79579997062683105,-0.74655562639236461,-6.8288251481674358,0.55000000000000004,0.32749998569488525,2.2715000063180928,-10.724103634740104,0.55000000000000004,0.65410000085830688,-1.7905554837650726,-3.6463592477418794,0.55000000000000004,0.82380002737045288,0.13605561521318224,-5.3437357147534685
0.59999999999999998,0.33059999346733093,1.2003889679908755,5.6619445206942416,0.59999999999999998,0.74479997158050537,-1.089777747790019,-5.7046899824966637,0.59999999999999998,0.79409998655319214,-0.33761098980903631,-22.702098035334078,0.59999999999999998,0.57200002670288086,-1.712666667169995,0.44030686955393089,0.59999999999999998,0.82380002737045288,0.022222234143151179,-2.2166056397520468
0.65000000000000002,0.40270000696182251,1.406444468432003,3.1284245121994112,0.65000000000000002,0.68269997835159302,-1.3415554993682441,-3.941480751022878,0.65000000000000002,0.25380000472068787,-2.1682776676283946,2.3021909925672741,0.65000000000000002,0.48820000886917114,-1.6506112946404354,3.9815116397760568,0.65000000000000002,0.82380002737045288,-0.00038888719346788194,-0.68892012407750258
0.69999999999999996,0.476500004529953,1.4794998367627461,1.0701840674435592,0.69999999999999996,0.60689997673034668,-1.4940554896990459,-1.8797215764169275,0.69999999999999996,0.31790000200271606,0.35088891784350107,20.405771045221222,0.69999999999999996,0.40549999475479126,-1.516889010866483,13.52003205705573,0.69999999999999996,0.82380002737045288,0.00055554840299818257,-0.46682138869791867
0.75,0.55339998006820679,1.4817775951491454,-0.50367192813643658,0.75,0.52789998054504395,-1.5226109657022679,0.11160517640319906,0.75,0.39890000224113464,1.3031666808658169,14.140123441631404,0.75,0.33129999041557312,-0.95633328788810257,37.02503206829229,0.75,0.82380002737045288,-0.0079444713062710223,-1.4712352259659471
0.80000000000000004,0.62449997663497925,1.4388333261013031,-2.2753375777859688,0.80000000000000004,0.45239999890327454,-1.4774999022483826,2.042931782794581,0.80000000000000004,0.48759999871253967,1.6967223087946575,5.6495367744822618,0.80000000000000004,0.26820001006126404,1.4567778259515762,63.511543481806193,0.80000000000000004,0.82380002737045288,-0.076166755623287632,-3.9763896185674792
0.84999999999999998,0.69819998741149902,1.3370556135972345,-5.2341340592613914,0.84999999999999998,0.37689998745918274,-1.3373888035615289,4.2392280044746968,0.84999999999999998,0.57270002365112305,1.6558888554573061,-0.5466668878072557,0.84999999999999998,0.24719999730587006,6.7886666787995251,52.011389027775095,0.84999999999999998,0.82480001449584961,-0.34105565812852651,-7.4272537856926162
0.90000000000000002,0.77929997444152832,0.8679446578025819,-7.1885797160643152,0.90000000000000002,0.31200000643730164,-1.0503888047403762,6.1676226694274865,0.90000000000000002,0.6557999849319458,1.5296111173099944,-3.6101227465235177,0.90000000000000002,0.8093000054359436,12.851555604073738,-61.725894840043274,0.90000000000000002,0.80650001764297485,-0.91350012355380594,-8.8194762942967611
0.94999999999999996,0.78100001811981201,0.44800019926495022,-6.1594156019481625,0.94999999999999996,0.26690000295639038,-0.66227780448065865,6.7852771898478652,0.94999999999999996,0.73000001907348633,1.2902223567167919,-5.983302383511159,0.94999999999999996,2.6559000015258789,-0.14016657239860961,-152.68771661744438,0.94999999999999996,0.72960001230239868,-1.417722503344218,-6.3407714536160569
