Data Set 1:Time(s),Data Set 1:Position(m),Data Set 1:Velocity(m/s),Data Set 1:Acceleration(m/s²),Data Set 2:Time(s),Data Set 2:Position(m),Data Set 2:Velocity(m/s),Data Set 2:Acceleration(m/s²)
0,0.28749999403953552,0.80711123016145503,3.5179858866297167,0,0.38890001177787781,1.3173332479265001,1.5910759145095046
0.050000000000000003,0.32170000672340393,0.97238889171017551,3.7064093222588661,0.050000000000000003,0.45170000195503235,1.3965000294976766,1.3220287592690669
0.10000000000000001,0.37619999051094055,1.1784332990646362,3.6763884485871703,0.10000000000000001,0.52270001173019409,1.499266763528188,0.40777738723490004
0.14999999999999999,0.43999999761581421,1.3718333674801722,3.0071843875411113,0.14999999999999999,0.60790002346038818,1.4909999900394018,-1.4755941752666304
0.20000000000000001,0.51550000905990601,1.5209443039364283,1.4066537175281562,0.20000000000000001,0.67790001630783081,1.3490553531381819,-3.5309694863763852
0.25,0.59789997339248657,1.5412776503298022,-0.92267773953484944,0.25,0.74379998445510864,1.1409443616867068,-5.5427391716727508
0.29999999999999999,0.6744999885559082,1.4307778080304463,-3.4386396959975953,0.29999999999999999,0.79960000514984131,0.77983342938952982,-6.9464185999499444
0.34999999999999998,0.743399977684021,1.2223335107167559,-6.1765107015768699,0.34999999999999998,0.82620000839233398,0.3495556116104126,-6.3880245534726141
0.40000000000000002,0.8093000054359436,0.7776114013459946,-7.8656179761445033,0.40000000000000002,0.82620000839233398,0.069666703542073563,-4.4424073563681699
0.45000000000000001,0.82450002431869507,0.28277787897321915,-6.6242618877210724,0.45000000000000001,0.82510000467300415,-0.051888790395524763,-3.2045375233815041
0.5,0.82270002365112305,0.057222015327877469,-4.3301240345578131,0.5,0.82380002737045288,-0.17938885423872206,-3.7306806095588363
0.55000000000000004,0.82309997081756592,-0.040166642930772579,-4.0065723068920196,0.55000000000000004,0.80650001764297485,-0.36472241083780932,-5.7516056446381567
0.59999999999999998,0.82380002737045288,-0.22188865476184425,-5.9050002951680893,0.59999999999999998,0.78689998388290405,-0.60400002532535135,-9.7909257919700075
0.65000000000000002,0.81550002098083496,-0.666888886027866,-7.2361754414475996,0.65000000000000002,0.78860002756118774,-1.5291667150126564,-9.9434885713789214
0.69999999999999996,0.75410002470016479,-1.0732224252488878,-6.1591377044901412,0.69999999999999996,0.61129999160766602,-2.029889143175549,-2.3447837358639525
0.75,0.69929999113082886,-1.3143891427252021,-4.148055245111018,0.75,0.53649997711181641,-1.6440556115574301,3.5836128448998461
0.80000000000000004,0.62099999189376831,-1.4832223455111186,-1.9675599572099338,0.80000000000000004,0.46169999241828918,-1.4066666199101343,4.8794455734299982
0.84999999999999998,0.54549998044967651,-1.5151111284891767,0.28367476698792876,0.84999999999999998,0.39719998836517334,-1.1433332827356129,5.2464818880881792
0.90000000000000002,0.46579998731613159,-1.4537220862176685,2.4907414651947284,0.90000000000000002,0.3481999933719635,-0.9199999107254877,5.9408946353712224
0.94999999999999996,0.39480000734329224,-1.2604999542236328,4.5659254730483676,0.94999999999999996,0.29960000514984131,-0.58233333958519828,7.278085555191395
1,0.33719998598098755,-0.98977774381637518,6.3630550087969953,1,0.28549998998641968,-0.15138894319534293,7.8410799948521559
1.05,0.29030001163482666,-0.60288887884881737,7.5915733053360386,1.05,0.28749999403953552,0.23472221361266235,7.6267284927544772
1.1000000000000001,0.2750999927520752,-0.1767223245567747,7.7250000779275574,1.1000000000000001,0.30689999461174011,0.64222218261824759,6.6658646420196339
1.1499999999999999,0.27649998664855957,0.18888892398940205,7.3799389379995874,1.1499999999999999,0.35749998688697815,0.93044444918632585,5.1170072989699262
1.2,0.29440000653266907,0.54544445541169895,7.1116671518043164,1.2,0.40439999103546143,1.1272778775956891,3.9425320095486014
1.25,0.32929998636245728,0.91283336281776373,6.4660812233701117,1.25,0.46889999508857727,1.3187224335140646,2.7780860478495355
1.3,0.38650000095367432,1.2474445998668664,4.7643524169186096,1.3,0.53860002756118774,1.4417222804493368,0.93962790237533633
1.3500000000000001,0.4627000093460083,1.4101112716727797,2.5596286227673759,1.3500000000000001,0.61890000104904175,1.4382776783572313,-1.4220376901420479
1.3999999999999999,0.53070002794265747,1.4805555343627941,0.62956654547172464,1.3999999999999999,0.68860000371932983,1.2892777555518689,-3.5580856104691918
1.45,0.61239999532699585,1.4838888578944729,-1.5069141432091149,1.45,0.75,1.0597778360048926,-4.9061101527861668
1.5,0.68550002574920654,1.3416110806994961,-3.8089509087580198,1.5,0.80000001192092896,0.71644455194473211,-3.9314504022951442
1.55,0.75,1.0995554261737395,-5.8754928318070681,1.55,0.8255000114440918,0.49650010135438699,-0.79157500539296155
1.6000000000000001,0.80239999294281006,0.71716676155726178,-6.9674366602191222,1.6000000000000001,0.82380002737045288,0.59155556890699612,1.3144734649010843
1.6499999999999999,0.82410001754760742,0.30316683981153714,-6.1255865994794938,1.6499999999999999,0.82340002059936523,1.5243331260151354,-11.254877091189963
