Data Set 1:Time(s),Data Set 1:Position(m),Data Set 1:Velocity(m/s),Data Set 1:Acceleration(m/s²),Data Set 2:Time(s),Data Set 2:Position(m),Data Set 2:Velocity(m/s),Data Set 2:Acceleration(m/s²),Data Set 3:Time(s),Data Set 3:Position(m),Data Set 3:Velocity(m/s),Data Set 3:Acceleration(m/s²),Data Set 4:Time(s),Data Set 4:Position(m),Data Set 4:Velocity(m/s),Data Set 4:Acceleration(m/s²),Data Set 5:Time(s),Data Set 5:Position(m),Data Set 5:Velocity(m/s),Data Set 5:Acceleration(m/s²)
0,0.64649999141693115,0.78377796543969047,-2.1129213328714713,0,0.63410001993179321,-1.2683336271180048,1.8456333084606846,0,0.4074999988079071,3.3558890554640026,0.70454087706260182,0,0.82929998636245728,1.8886666827731664,36.917035645908776,0,0.75859999656677246,-0.89677797423468697,-1.9221458133356075
0.050000000000000003,0.68790000677108765,0.70280563500192439,-2.8329146073924165,0.050000000000000003,0.56999999284744263,-1.2115000602271822,2.8679374458245293,0.050000000000000003,0.43130001425743103,4.9081111368205814,-28.599544999960028,0.050000000000000003,0.830299973487854,3.6992502874798245,16.741999923079103,0.050000000000000003,0.71719998121261597,-0.98938895596398257,-1.8577109783152002
0.10000000000000001,0.72409999370574951,0.54763340950012207,-3.8427691272011515,0.10000000000000001,0.50440001487731934,-1.0498666167259216,4.2962038599782515,0.10000000000000001,1.3009999990463257,1.0053999622662861,-46.701519602426778,0.10000000000000001,0.81069999933242798,8.4417672554651908,-45.901528817635999,0.10000000000000001,0.66479998826980591,-1.1020333170890808,-1.3938502912168147
0.14999999999999999,0.74650001525878906,0.31933340761396622,-4.8243868921274027,0.14999999999999999,0.45860001444816589,-0.77416678269704187,5.5912153045704329,0.14999999999999999,0.53310000896453857,-2.9285556077957153,-13.292309477189439,0.14999999999999999,2.5759000778198242,-0.84055539634492671,-103.81959403002703,0.14999999999999999,0.6054999828338623,-1.1774443421098921,-0.013721316684910945
0.20000000000000001,0.75760000944137573,0.039666593074798584,-5.3096212373103624,0.20000000000000001,0.42649999260902405,-0.45538900627030271,6.2931111721712867,0.20000000000000001,0.60130000114440918,-0.10211128327581631,19.679611261796065,0.20000000000000001,0.7224000096321106,-10.061611301369137,-18.092128954551843,0.20000000000000001,0.54240000247955322,-1.1460554434193504,2.2852099677662778
0.25,0.75069999694824219,-0.24405558904012048,-5.0522347512068579,0.25,0.41380000114440918,-0.1363889707459344,6.6343400986106316,0.25,0.66759997606277466,0.72361108329561041,29.623173532294633,0.25,0.66720002889633179,-3.0393889546394348,76.300438202825589,0.25,0.48379999399185181,-0.95394434200392852,4.6451723465213064
0.29999999999999999,0.7314000129699707,-0.48783342043558764,-4.2520057731940408,0.29999999999999999,0.41029998660087585,0.22022215856446159,6.5504332107526286,0.29999999999999999,0.72450000047683716,1.9508333669768438,49.91394979534325,0.29999999999999999,0.60030001401901245,1.7597221665912206,87.660030937857087,0.29999999999999999,0.44100001454353333,-0.63161104917526256,5.9920669429832047
0.34999999999999998,0.6995999813079834,-0.67761113246281923,-3.1939184684076403,0.34999999999999998,0.4357999861240387,0.56583341625001682,5.5275315027913914,0.34999999999999998,0.76649999618530273,4.6256109740999012,74.840091049303183,0.34999999999999998,0.52890002727508545,10.969055460558993,-1.8642588806005307,0.34999999999999998,0.42100000381469727,-0.29877781867980951,6.1775920015794261
0.40000000000000002,0.66130000352859497,-0.80805540084838856,-2.0408948354515029,0.40000000000000002,0.47310000658035278,0.79144448041915882,4.0724378861027004,0.40000000000000002,0.79449999332427979,13.188110722435839,25.700094560046239,0.40000000000000002,2.5796999931335449,3.9617222381962658,-128.22120364433448,0.40000000000000002,0.41380000114440918,-0.0067222118377685521,6.0487033960259966
0.45000000000000001,0.61720001697540283,-0.88911111156145728,-0.69953786370195059,0.45000000000000001,0.51719999313354492,0.95611105362574256,2.7875001599759242,0.45000000000000001,2.5748999118804932,11.927888989448547,-103.90900774502457,0.45000000000000001,1.4162000417709351,-11.198500063684255,-87.553179567610755,0.45000000000000001,0.41960000991821289,0.29377775059805977,5.9831783727363304
