Data Set 1:Time(s),Data Set 1:Position(m),Data Set 1:Velocity(m/s),Data Set 1:Acceleration(m/s²)
0.0,0.7585999965667723,-0.8967779742346869,-1.9221458133356075
0.05,0.7171999812126159,-0.9893889559639824,-1.8577109783152
0.1,0.6647999882698059,-1.1020333170890808,-1.3938502912168147
0.1499999999999999,0.6054999828338623,-1.177444342109892,-0.0137213166849109
0.2,0.5424000024795532,-1.1460554434193504,2.2852099677662774
0.25,0.4837999939918518,-0.9539443420039284,4.6451723465213055
0.2999999999999999,0.4410000145435333,-0.6316110491752625,5.992066942983205
0.3499999999999999,0.4210000038146972,-0.2987778186798095,6.177592001579425
0.4,0.4138000011444091,-0.0067222118377685,6.048703396025997
0.45,0.4196000099182128,0.2937777505980597,5.9831783727363295
0.5,0.44200000166893,0.6064443455802068,5.52956775566678
0.55,0.4812999963760376,0.8865554630756378,4.2268837123741365
0.5999999999999999,0.535099983215332,1.0636111597220106,2.1758036481009606
0.65,0.5934000015258789,1.1084446145428557,-0.027007085305675
0.6999999999999998,0.6503000259399414,1.0431665513250563,-1.903612865709968
0.75,0.7002999782562255,0.9030553367402814,-3.4209867318471265
0.8,0.743399977684021,0.6923334466086493,-4.660523186127343
0.8499999999999999,0.7720000147819519,0.422388944360945,-5.5190740544119
0.9,0.786899983882904,0.1214999953905741,-5.929166501686897
0.95,0.784500002861023,-0.1894999212688869,-5.896450487183936
1.0,0.7664999961853027,-0.4759999116261797,-5.572284905262933
1.05,0.7372000217437744,-0.7574445009231564,-4.84978521679655
1.1,0.6902999877929688,-1.0042779313193435,-3.2097218397223
1.15,0.6306999921798706,-1.1188888880941612,-0.765584740373817
1.2,0.5706999897956848,-1.0654443171289227,1.4750935321236918
1.25,0.522700011730194,-0.9456665317217504,3.176727743796359
1.3,0.4724000096321106,-0.7388888796170549,4.532899909917212
1.35,0.4451000094413757,-0.4574445055590738,5.18620295657052
1.4,0.4296000003814697,-0.2095000776979659,5.577376733223601
1.45,0.4223999977111816,0.078499995999866,6.178488131658528
1.5,0.4334000051021575,0.4327222042613556,6.16314856358516
1.55,0.4668999910354614,0.7552778224150337,4.899598970825293
1.6,0.5141000151634216,0.9642222358120818,2.7297837774694766
1.65,0.5699999928474426,1.0240555306275694,0.5431484844949455
1.7,0.6200000047683715,0.9896111819479196,-1.1193822839377925
1.75,0.670300006866455,0.902444488472408,-2.5119751875783183
1.8,0.7134000062942504,0.7403889629575938,-3.8240123954084098
1.85,0.7476000189781189,0.5063889092869232,-4.8218827004785885
1.9,0.7651000022888182,0.2386667331059776,-5.394104785389376
1.95,0.7717000246047973,-0.041833221912384,-5.6814516032183615
2.0,0.762000024318695,-0.3414444790946114,-5.607841412226359
2.05,0.7372000217437744,-0.6274446182780791,-4.942809808769336
2.1,0.6972000002861022,-0.8637224303351501,-3.6069130180058617
2.15,0.6471999883651733,-1.0100555751058784,-1.7143202232725867
2.2,0.5924000144004821,-1.0532223019335003,0.5545062231428703
2.25,0.5357999801635742,-0.9554445743560808,2.7489208512836067
2.3,0.4912999868392944,-0.7377221683661142,4.087100426356006
2.35,0.4616999924182891,-0.498833209276199,4.4758957753210895
2.4,0.443800002336502,-0.2888331976201797,4.754721722853033
2.45,0.4320000112056732,-0.0559444063239627,5.503918718040725
2.5,0.4334000051021575,0.2648888528347019,6.05533922344079
2.55,0.4569000005722045,0.6092222366068097,5.368981850735928
2.6,0.4986000061035156,0.86166673236423,3.424814711382355
2.65,0.550000011920929,0.9627778165870235,1.1553383351844075
2.7,0.5996000170707702,0.94816654920578,-0.603488713134943
2.75,0.6464999914169312,0.8768887652291206,-1.8263578138969587
2.8,0.6886000037193298,0.7629999187257553,-2.91521483917296
2.85,0.7250999808311462,0.5919444561004635,-4.060924292346578
2.9,0.7506999969482421,0.3532224231296112,-5.0662963294688526
2.95,0.7627000212669371,0.0647222664621141,-5.599940338252502
3.0,0.7576000094413757,-0.2370002203517494,-5.455772155596892
3.05,0.7368999719619751,-0.4974445038371615,-4.8349982518472725
3.1,0.7075999975204467,-0.7367220189836284,-3.7747529001883455
3.15,0.6600000262260437,-0.8991111649407274,-2.1800938579771283
3.2,0.6133999824523925,-0.9607779483000436,-0.3894124777964723
3.25,0.561299979686737,-0.943499820099938,1.5059583257009963
3.3,0.513800024986267,-0.8064998520745171,3.2475609746244305
3.35,0.4772000014781951,-0.5895555681652489,4.368023390387312
3.4,0.4541000127792358,-0.3431666890780129,4.907282901766856
3.45,0.4431000053882598,-0.0918334556950463,5.191882285806867
3.5,0.4440999925136566,0.1766665942139098,5.322253501709603
3.55,0.4596000015735626,0.4606110519833033,4.940865032466835
3.6,0.4912999868392944,0.7098888523048819,3.733582012815236
3.65,0.535099983215332,0.8593335416581889,1.99132812795816
3.7,0.5824000239372253,0.8978890544838374,0.3606774464801616
3.75,0.6265000104904174,0.8764443794886286,-0.9700946417855636
3.8,0.670300006866455,0.8215554224120245,-2.564506885814088
3.85,0.7161999940872192,0.6208332048522097,-4.076295529986605
3.9,0.7344999909400939,0.366222196155124,-4.697097267633599
3.95,0.7502999901771545,0.1387222939067416,-4.955369326067559
4.0,0.7506999969482421,-0.1282776064342925,-5.0555873248312295
4.05,0.737600028514862,-0.3898334172036918,-4.658612719288572
4.1,0.7099999785423278,-0.6156112750371278,-3.7963264702278665
4.15,0.6730999946594238,-0.7767221662733266,-2.670430336837428
4.2,0.6306999921798706,-0.8869443005985697,-1.3350303618260675
4.25,0.5827000141143798,-0.9366665283838932,0.5202146224033686
4.3,0.531000018119812,-0.8525556491480946,2.6499365950808405
4.35,0.491699993610382,-0.6425556871626092,4.176697521298024
4.4,0.465499997138977,-0.391222255097494,4.787439034308896
4.45,0.4530999958515167,-0.1410000026226045,4.835741378274966
4.5,0.4523999989032745,0.0921111139986252,4.765710630166687
4.55,0.4616999924182891,0.3327222830719422,4.647223071919542
4.6,0.4851000010967254,0.5759445991781005,4.084413461847047
4.65,0.5213000178337097,0.7707223130596986,2.8693810657218752
4.7,0.5655000209808348,0.8841109606954801,1.1664188386481766
4.75,0.6140999794006347,0.8929444187217311,-0.6658761957545359
4.8,0.6589000225067138,0.8028333716922349,-2.1709018559367843
4.85,0.6965000033378601,0.6516109241379614,-3.0884133812822014
4.9,0.726199984550476,0.4661999146143582,-3.3575707398078887
4.95,0.7426999807357788,0.2888335618707869,-3.1027693807342813
5.0,0.7469000220298767,0.167000558641222,-2.7541171805358187
