Data Set 1:Time(s),Data Set 1:Position(m),Data Set 1:Velocity(m/s),Data Set 1:Acceleration(m/s²),Data Set 2:Time(s),Data Set 2:Position(m),Data Set 2:Velocity(m/s),Data Set 2:Acceleration(m/s²)
0,0.89550000429153442,-0.34766680664486355,-1.2641915678977971,0,0.86830002069473267,-0.47988931337992352,-0.74946572751174667
0.050000000000000003,0.87860000133514404,-0.38975018594000077,-1.6861781367549193,0.050000000000000003,0.84619998931884766,-0.52377800146738684,-0.39177800402229196
0.10000000000000001,0.86339998245239258,-0.50176682074864709,-1.8835623010441112,0.10000000000000001,0.81790000200271606,-0.5594334602355957,0.44279864540806507
0.14999999999999999,0.83099997043609619,-0.64438876178529536,-0.86389515318988275,0.14999999999999999,0.78649997711181641,-0.52077783478630912,1.9704409808288383
0.20000000000000001,0.79240000247955322,-0.65522193908691406,1.5051830201237291,0.20000000000000001,0.76029998064041138,-0.3637219799889459,3.5738717516263319
0.25,0.75760000944137573,-0.49433310826619475,3.9255480449876674,0.25,0.74690002202987671,-0.12861092885335287,4.4428936456456602
0.29999999999999999,0.73760002851486206,-0.20783325036366782,5.2306767783047246,0.29999999999999999,0.74720001220703125,0.11999991205003528,4.3793199054988809
0.34999999999999998,0.73720002174377441,0.087277657455868171,5.1881164864257512,0.34999999999999998,0.75999999046325684,0.3413888812065124,3.4797536738124877
0.40000000000000002,0.74819999933242798,0.34272220399644632,4.2286430428057526,0.40000000000000002,0.78380000591278076,0.49777792559729672,1.8442280498551735
0.45000000000000001,0.77310001850128174,0.54250011841456092,2.4444758892059331,0.45000000000000001,0.81410002708435059,0.54749998781416154,-0.27722394392814104
0.5,0.80760002136230469,0.6178889671961465,0.015030157418899764,0.5,0.84380000829696655,0.471499760945638,-2.3943825268451073
0.55000000000000004,0.84140002727508545,0.54305556747648465,-2.3761434135613606,0.55000000000000004,0.86619997024536133,0.28150005473030942,-3.8951529212939895
0.59999999999999998,0.86690002679824829,0.34838875134785979,-4.0605564176300435,0.59999999999999998,0.87410002946853638,0.037166774272918708,-4.3817290185410309
0.65000000000000002,0.87860000133514404,0.092333257198333754,-4.7215433400354279,0.65000000000000002,0.86890000104904175,-0.19266681538687816,-3.9669140253537969
0.69999999999999996,0.87550002336502075,-0.1583334141307407,-4.4976239587053843,0.69999999999999996,0.85339999198913574,-0.38400004307428998,-2.8775604418766343
0.75,0.86169999837875366,-0.3813334968354965,-3.5742594320097081,0.75,0.8278999924659729,-0.50561100244522073,-1.1888261194582332
0.80000000000000004,0.83550000190734863,-0.54722236262427437,-1.8710485763020011,0.80000000000000004,0.79820001125335693,-0.51711095703972709,0.8134869697653202
0.84999999999999998,0.8026999831199646,-0.60283342997233091,0.54009446391352833,0.84999999999999998,0.77170002460479736,-0.41877786318461108,2.6765118042627969
0.90000000000000002,0.76819998025894165,-0.49977762831581973,3.0246924287007189,0.90000000000000002,0.7523999810218811,-0.22638887166976931,3.9750626609649196
0.94999999999999996,0.74650001525878906,-0.25772213935852051,4.5933941448176352,0.94999999999999996,0.74690002202987671,0.017277962631649438,4.3595674413221843
1,0.74169999361038208,0.015999939706590426,4.8926535395928354,1,0.75480002164840698,0.24855554103851304,3.7949979489232271
1.05,0.74930000305175781,0.26744435230890901,4.2435503116360431,1.05,0.77380001544952393,0.42799986071056778,2.4552453447271301
1.1000000000000001,0.77029997110366821,0.46805563900205865,2.8580882483058545,1.1000000000000001,0.80140000581741333,0.51527755128012809,0.60469140241175834
1.1499999999999999,0.80000001192092896,0.57394471433427641,0.94901207420560718,1.1499999999999999,0.82999998331069946,0.4907220933172442,-1.3250292635258374
1.2,0.83170002698898315,0.57511107789145544,-1.2325627568327389,1.2,0.85409998893737793,0.37222226460774727,-2.9940728236127807
1.25,0.86269998550415039,0.45100003480911227,-3.3453082228884266,1.25,0.87070000171661377,0.17022222280502305,-4.1059253944290983
1.3,0.88200002908706665,0.21005567577150122,-4.738888769973939,1.3,0.87309998273849487,-0.075666639539930511,-4.3145980547975595
1.3500000000000001,0.88510000705718994,-0.070666604571872335,-5.0203091200487142,1.3500000000000001,0.86239999532699585,-0.30399981472227328,-3.5176860513510566
1.3999999999999999,0.87410002946853638,-0.33416658639907859,-4.2339827359458555,1.3999999999999999,0.83960002660751343,-0.46022229724460217,-1.9273786081208109
1.45,0.84930002689361572,-0.5332223243183557,-2.489013546778827,1.45,0.81199997663497925,-0.51022238201565184,0.018301642971278159
1.5,0.8158000111579895,-0.61077790127860132,-0.13129608130749412,1.5,0.78450000286102295,-0.45727789402008029,1.9270988342202726
1.55,0.78200000524520874,-0.54466668102476312,2.1803091889546189,1.55,0.76169997453689575,-0.29822240273157741,3.3728410432368112
1.6000000000000001,0.75620001554489136,-0.35866664515601293,3.7783328213809457,1.6000000000000001,0.75269997119903564,-0.086555547184414383,4.0268858089859121
1.6499999999999999,0.74510002136230469,-0.13050016429689207,4.5200925182413201,1.6499999999999999,0.75269997119903564,0.13577802313698673,3.8771319720480193
1.7,0.74269998073577881,0.11322216855155093,4.6132421235979315,1.7,0.76690000295639038,0.33638924360275252,2.8758636411325398
1.75,0.75510001182556152,0.36827789412604411,3.7798462274633784,1.75,0.79000002145767212,0.45116682847340872,1.235861174854231
1.8,0.78310000896453857,0.53955558273527338,1.9088881619182672,1.8,0.81620001792907715,0.46688884496688826,-0.58639224296734316
1.8500000000000001,0.81510001420974731,0.5754999319712325,-0.36506196598947421,1.8500000000000001,0.8410000205039978,0.37949972682529048,-2.151328748390998
1.8999999999999999,0.84549999237060547,0.49005554782019772,-2.3937032178596254,1.8999999999999999,0.85619997978210449,0.23233304421106996,-3.2450601458549539
